prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,keyword_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
CALYJD01,WGS,,INV,Synanthedon myopaeformis,PRJEB53873,SAMEA10979197,WGS,,,64006,1,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-07T00:00:00Z
CALYJE01,WGS,,INV,Eristalinus sepulchralis,PRJEB53868,SAMEA7746477,WGS,,,371787597,986,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-07T00:00:00Z
CALYKX02,WGS,,INV,Euclidia mi,PRJEB53875,SAMEA7520660,WGS,,,2356810954,2105,0,No,0,0,0,No,,,2022-10-07T00:00:00Z,2022-10-08T00:00:00Z
CALYKY02,WGS,,INV,Euclidia mi,PRJEB53874,SAMEA7520660,WGS,,,17206008,271,0,No,0,0,0,No,,,2022-10-07T00:00:00Z,2022-10-08T00:00:00Z
CALYLW01,WGS,,INV,Ampullaceana balthica,PRJEB41734,SAMEA110183270,WGS,strain: GLN,,1105887359,4540,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-07T00:00:00Z
CALYMH01,WGS,,INV,Carterocephalus palaemon,PRJEB53508,SAMEA9700885,WGS,,,1901636,13,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-07T00:00:00Z
CALYMS01,WGS,,INV,Carterocephalus palaemon,PRJEB53509,SAMEA9700885,WGS,,,347244150,750,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-07T00:00:00Z
CALYMT01,WGS,,INV,Eupithecia centaureata,PRJEB53846,SAMEA7520186,WGS,,,16260147,129,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-07T00:00:00Z
CALYMU01,WGS,,INV,Eupithecia centaureata,PRJEB53847,SAMEA7520186,WGS,,,458027832,1602,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-07T00:00:00Z
CALYMV01,WGS,,INV,Micropterix aruncella,PRJEB53844,SAMEA10978742,WGS,,,928250059,11379,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-07T00:00:00Z
CALYMW01,WGS,,INV,Phosphuga atrata,PRJEB53719,SAMEA7520321,WGS,,,53385838,571,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-07T00:00:00Z
CALYMX01,WGS,,INV,Phosphuga atrata,PRJEB53720,SAMEA7520321,WGS,,,1139234133,7153,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-07T00:00:00Z
CALYMY01,WGS,,INV,Micropterix aruncella,PRJEB53845,SAMEA10978742,WGS,,,47398353,795,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-07T00:00:00Z
CALYMZ01,WGS,,INV,Limnoperna fortunei,PRJEB53673,SAMEA9250488,WGS,,,1391583978,1678,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-07T00:00:00Z
CALYON01,WGS,,INV,Cryptosula pallasiana,PRJEB54600,SAMEA7536579,WGS,,,519859578,3616,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-08T00:00:00Z
CALYOO01,WGS,,INV,Cryptosula pallasiana,PRJEB54601,SAMEA7536579,WGS,,,45130075,835,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-08T00:00:00Z
CALZFC01,WGS,,INV,Allodiplogaster sudhausi,PRJEB48369,SAMEA110262330,WGS,,,352146914,396,0,No,0,0,0,No,,,2022-07-24T00:00:00Z,2022-07-23T00:00:00Z
CALSBT01,WGS,,INV,Sphaerophoria taeniata,PRJEB53170,SAMEA7746606,WGS,,,609456052,935,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSBU01,WGS,,INV,Sphaerophoria taeniata,PRJEB53171,SAMEA7746606,WGS,,,733595,20,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-01T00:00:00Z
CALSBV01,WGS,,VRT,Bovichtus diacanthus,PRJEB53164,SAMEA104242984,WGS,,,641789583,12443,0,No,0,0,0,No,,,2022-06-13T00:00:00Z,2022-06-09T00:00:00Z
CALSBW01,WGS,,VRT,Lindbergichthys nudifrons,PRJEB53177,SAMEA104277250,WGS,,,727640906,29926,0,No,0,0,0,No,,,2022-06-13T00:00:00Z,2022-06-10T00:00:00Z
CALSBX01,WGS,,VRT,Notothenia rossii,PRJEB53175,SAMEA104242995,WGS,,,987096595,50622,0,No,0,0,0,No,,,2022-06-13T00:00:00Z,2022-06-11T00:00:00Z
CALSBY01,WGS,,VRT,Trematomus loennbergii,PRJEB53174,SAMEA104620414,WGS,,,801467617,48076,0,No,0,0,0,No,,,2022-06-13T00:00:00Z,2022-06-11T00:00:00Z
CALSBZ01,WGS,,VRT,Gobionotothen gibberifrons,PRJEB53176,SAMEA104242977,WGS,,,784121524,46943,0,No,0,0,0,No,,,2022-06-13T00:00:00Z,2022-06-11T00:00:00Z
CALSCA01,WGS,,VRT,Cryodraco antarcticus,PRJEB53165,SAMEA104243007,WGS,,,944118312,46843,0,No,0,0,0,No,,,2022-06-13T00:00:00Z,2022-06-10T00:00:00Z
CALSCB01,WGS,,VRT,Histiodraco velifer,PRJEB53167,SAMEA104132830,WGS,,,830463795,62317,0,No,0,0,0,No,,,2022-06-13T00:00:00Z,2022-06-11T00:00:00Z
CALSCC01,WGS,,VRT,Pagetopsis macropterus,PRJEB53173,SAMEA104242987,WGS,,,957852084,58353,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-06T00:00:00Z
CALSCD01,WGS,,VRT,Akarotaxis nudiceps,PRJEB53168,SAMEA104620401,WGS,,,844240027,83165,0,No,0,0,0,No,,,2022-06-13T00:00:00Z,2022-06-12T00:00:00Z
CALSCE01,WGS,,VRT,Bovichtus variegatus,PRJEB53184,SAMEA104242985,WGS,,,656996731,11172,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-03T00:00:00Z
CALSCF01,WGS,,VRT,Chaenodraco wilsoni,PRJEB53181,SAMEA104243011,WGS,,,956362274,61567,0,No,0,0,0,No,,,2022-06-13T00:00:00Z,2022-06-11T00:00:00Z
CALSCG01,WGS,,VRT,Trematomus hansoni,PRJEB53182,SAMEA104243005,WGS,,,708409955,178347,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-07T00:00:00Z
CALSCH01,WGS,,VRT,Dolloidraco longedorsalis,PRJEB53179,SAMEA104243012,WGS,,,845679036,492743,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-08T00:00:00Z
CALSCI01,WGS,,VRT,Vomeridens infuscipinnis,PRJEB53172,SAMEA104243010,WGS,,,832671547,507682,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-08T00:00:00Z
CALSCJ01,WGS,,VRT,Lepidonotothen squamifrons,PRJEB53183,SAMEA104242974,WGS,,,757706109,478411,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-08T00:00:00Z
CALSCK01,WGS,,VRT,Bathydraco marri,PRJEB53169,SAMEA104243004,WGS,,,889789811,688793,0,No,0,0,0,No,,,2022-07-11T00:00:00Z,2022-07-09T00:00:00Z
CALSCL01,WGS,,VRT,Chionobathyscus dewitti,PRJEB53180,SAMEA104243014,WGS,,,899757586,555224,0,No,0,0,0,No,,,2022-07-09T00:00:00Z,2022-07-08T00:00:00Z
CALSCM01,WGS,,VRT,Trematomus scotti,PRJEB53166,SAMEA104620390,WGS,,,833234898,696803,0,No,0,0,0,No,,,2022-07-11T00:00:00Z,2022-07-09T00:00:00Z
CALSCN01,WGS,,VRT,Lepidonotothen larseni,PRJEB53178,SAMEA104243006,WGS,,,839260107,841998,0,No,0,0,0,No,,,2022-07-11T00:00:00Z,2022-07-09T00:00:00Z
CALSDO01,WGS,,INV,Anopheles funestus,PRJEB53265,SAMEA12928227,WGS,,,226239815,542,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSDP01,WGS,,INV,Anopheles cruzii,PRJEB53269,SAMEA12928215,WGS,,,22255661,5085,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSDQ01,WGS,,INV,Anopheles aquasalis,PRJEB53270,SAMEA12928206,WGS,,,3215508,86,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSDR02,WGS,,INV,Sabethes cyaneus,PRJEB53261,SAMEA12928247,WGS,,,108523,5,0,No,0,0,0,No,,,2023-07-18T00:00:00Z,2022-09-15T00:00:00Z
CALSDS01,WGS,,INV,Anopheles gambiae,PRJEB53259,SAMEA12928234,WGS,,,207232648,686,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSDT01,WGS,,INV,Anopheles coluzzii,PRJEB53268,SAMEA12928211,WGS,,,13056781,125,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSDU01,WGS,,INV,Anopheles maculipalpis,PRJEB53251,SAMEA12928236,WGS,,,11107966,167,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSDV02,WGS,,INV,Anopheles coustani,PRJEB53256,SAMEA12928213,WGS,,,58494945,416,0,No,0,0,0,No,,,2023-03-01T00:00:00Z,2023-04-08T00:00:00Z
CALSDW01,WGS,,INV,Anopheles coustani,PRJEB53255,SAMEA12928213,WGS,,,229140800,620,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSDX01,WGS,,INV,Anopheles marshallii,PRJEB53264,SAMEA12928237,WGS,,,29203678,285,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSDY02,WGS,,INV,Anopheles gambiae,PRJEB53260,SAMEA12928234,WGS,,,19006784,187,0,No,0,0,0,No,,,2023-07-18T00:00:00Z,2022-09-09T00:00:00Z
CALSDZ01,WGS,,INV,Anopheles darlingi,PRJEB53253,SAMEA12928218,WGS,,,2013416,62,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSEA01,WGS,,INV,Anopheles moucheti,PRJEB53257,SAMEA12928240,WGS,,,57036950,342,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSEB02,WGS,,INV,Anopheles ziemanni,PRJEB53272,SAMEA12928214,WGS,,,58494945,416,0,No,0,0,0,No,,,2023-03-01T00:00:00Z,2023-04-08T00:00:00Z
CALSEC01,WGS,,INV,Anopheles darlingi,PRJEB53254,SAMEA12928218,WGS,,,176521697,418,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSED01,WGS,,INV,Anopheles moucheti,PRJEB53258,SAMEA12928240,WGS,,,224236982,576,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSEE01,WGS,,INV,Anopheles coluzzii,PRJEB53267,SAMEA12928211,WGS,,,113471412,903,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSEF01,WGS,,INV,Anopheles ziemanni,PRJEB53273,SAMEA12928214,WGS,,,224751855,473,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSEG01,WGS,,INV,Sabethes cyaneus,PRJEB53262,SAMEA12928247,WGS,,,210192198,2900,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSEH01,WGS,,INV,Anopheles aquasalis,PRJEB53271,SAMEA12928206,WGS,,,175411823,325,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSEI01,WGS,,INV,Anopheles marshallii,PRJEB53263,SAMEA12928237,WGS,,,217350203,675,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSEJ01,WGS,,INV,Anopheles funestus,PRJEB53266,SAMEA12928227,WGS,,,40913602,326,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSEK01,WGS,,INV,Anopheles maculipalpis,PRJEB53252,SAMEA12928236,WGS,,,215811166,635,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSEL02,WGS,,INV,Anopheles bellator,PRJEB53274,SAMEA12928208,WGS,,,11542169,2982,0,No,0,0,0,No,,,2023-03-01T00:00:00Z,2023-04-08T00:00:00Z
CALSEM01,WGS,,INV,Stelis phaeoptera,PRJEB53299,SAMEA10978746,WGS,,,56167544,165,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSEN01,WGS,,INV,Stelis phaeoptera,PRJEB53298,SAMEA10978746,WGS,,,246175832,1603,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSEO01,WGS,,INV,Pherbina coryleti,PRJEB53297,SAMEA11025047,WGS,,,1739439,11,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSEP01,WGS,,INV,Pherbina coryleti,PRJEB53296,SAMEA11025047,WGS,,,872810113,3396,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-03T00:00:00Z
CALSEQ01,WGS,,INV,Piscicola geometra,PRJEB53311,SAMEA7521191,WGS,,,6703843,52,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSER01,WGS,,INV,Eupithecia abbreviata,PRJEB53308,SAMEA10107031,WGS,,,352871579,365,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSES01,WGS,,INV,Eupithecia abbreviata,PRJEB53309,SAMEA10107031,WGS,,,9378891,37,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSET01,WGS,,INV,Piscicola geometra,PRJEB53310,SAMEA7521191,WGS,,,205393665,2335,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-03T00:00:00Z
CALSEU01,WGS,,INV,Pollenia amentaria,PRJEB53307,SAMEA7746774,WGS,,,2306159,28,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-02T00:00:00Z
CALSEV01,WGS,,INV,Pollenia amentaria,PRJEB53306,SAMEA7746774,WGS,,,1262528403,1558,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-03T00:00:00Z
CALSEW01,WGS,,INV,Tenthredo mesomela,PRJEB53304,SAMEA10167061,WGS,,,6047324,57,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-03T00:00:00Z
CALSEX01,WGS,,INV,Sesia bembeciformis,PRJEB53303,SAMEA10978929,WGS,,,753764,13,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-03T00:00:00Z
CALSEY01,WGS,,INV,Tenthredo mesomela,PRJEB53305,SAMEA10167061,WGS,,,387714376,1743,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-03T00:00:00Z
CALSEZ01,WGS,,INV,Sesia bembeciformis,PRJEB53302,SAMEA10978929,WGS,,,466228045,1883,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-03T00:00:00Z
CALSFA01,WGS,,INV,Tridacna crocea,PRJEB53300,SAMEA9449764,WGS,,,383466,14,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-03T00:00:00Z
CALSFB01,WGS,,INV,Tridacna crocea,PRJEB53301,SAMEA9449764,WGS,,,1129514693,2262,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-03T00:00:00Z
CALSFV01,WGS,,INV,Parapristionchus giblindavisi,PRJEB53331,SAMEA14509630,WGS,,,251641265,735,0,No,0,0,0,No,,,2022-06-16T00:00:00Z,2022-06-15T00:00:00Z
CALSFZ01,WGS,,INV,Anopheles nili,PRJEB53352,SAMEA12928243,WGS,,,164693322,467,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-07T00:00:00Z
CALSGA01,WGS,,INV,Anopheles nili,PRJEB53353,SAMEA12928243,WGS,,,25208350,153,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-07T00:00:00Z
CALSGB01,WGS,,INV,Myopa tessellatipennis,PRJEB53295,SAMEA9654265,WGS,,,14017,1,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-07T00:00:00Z
CALSGD01,WGS,,ROD,Phodopus roborovskii,PRJEB47530,SAMEA9952654,WGS,,,2384223288,2078,21836,Yes,0,0,0,No,,,2022-06-27T00:00:00Z,2022-06-08T00:00:00Z
CALSUK01,WGS,,INV,Agriphila geniculea,PRJEB53410,SAMEA8603180,WGS,,,1061521,31,0,No,0,0,0,No,,,2022-06-13T00:00:00Z,2022-06-09T00:00:00Z
CALSUL01,WGS,,INV,Agriphila geniculea,PRJEB53409,SAMEA8603180,WGS,,,723572193,1535,0,No,0,0,0,No,,,2022-06-13T00:00:00Z,2022-06-09T00:00:00Z
CALQYR02,WGS,,INV,Auanema sp. JU1783,PRJEB51845,SAMEA14201021,WGS,strain: JU1783,isolation_source: Collected from a starfruit (Averrhoa carambola),59698091,7511,13149,Yes,0,0,0,No,,,2022-11-21T00:00:00Z,2022-11-27T00:00:00Z
CALOZG01,WGS,,INV,Pieris brassicae,PRJEB51614,SAMEA14370887,WGS,,,265902541,87,16257,Yes,0,0,0,No,,,2022-09-02T00:00:00Z,2022-08-31T00:00:00Z
CALPBN02,WGS,,INV,Agrotis puta,PRJEB52905,SAMEA7701549,WGS,,,71552,3,0,No,0,0,0,No,,,2022-09-21T00:00:00Z,2022-09-22T00:00:00Z
CALPBO02,WGS,,INV,Agrotis puta,PRJEB52906,SAMEA7701549,WGS,,,517468476,1847,0,No,0,0,0,No,,,2022-09-21T00:00:00Z,2022-09-22T00:00:00Z
CALPBP01,WGS,,INV,Ophonus ardosiacus,PRJEB52909,SAMEA7746467,WGS,,,884352981,2769,0,No,0,0,0,No,,,2022-05-22T00:00:00Z,2022-05-19T00:00:00Z
CALPBQ02,WGS,,INV,Tholera decimalis,PRJEB52908,SAMEA8603189,WGS,,,1237757284,4320,0,No,0,0,0,No,,,2022-10-20T00:00:00Z,2022-10-25T00:00:00Z
CALPBR02,WGS,,INV,Tholera decimalis,PRJEB52907,SAMEA8603189,WGS,,,5232583,52,0,No,0,0,0,No,,,2022-10-20T00:00:00Z,2022-10-19T00:00:00Z
CALPBS01,WGS,,INV,Ophonus ardosiacus,PRJEB52910,SAMEA7746467,WGS,,,3654271,54,0,No,0,0,0,No,,,2022-05-22T00:00:00Z,2022-05-18T00:00:00Z
CALPDK01,WGS,,INV,Acentria ephemerella,PRJEB53002,SAMEA10978991,WGS,,,277661,4,0,No,0,0,0,No,,,2022-06-08T00:00:00Z,2022-05-21T00:00:00Z
CALPDL01,WGS,,INV,Acentria ephemerella,PRJEB53001,SAMEA10978991,WGS,,,336121962,256,0,No,0,0,0,No,,,2022-06-08T00:00:00Z,2022-05-21T00:00:00Z
CALPDO01,WGS,,INV,Acrobasis suavella,PRJEB53007,SAMEA10979088,WGS,,,514085146,1155,0,No,0,0,0,No,,,2022-06-08T00:00:00Z,2022-05-22T00:00:00Z
CALPDP01,WGS,,INV,Acrobasis suavella,PRJEB53008,SAMEA10979088,WGS,,,14765,1,0,No,0,0,0,No,,,2022-06-08T00:00:00Z,2022-05-21T00:00:00Z
CALPDQ01,WGS,,INV,Meconema thalassinum,PRJEB53005,SAMEA7520379,WGS,,,6711058256,68284,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-05T00:00:00Z
CALPDR01,WGS,,VRT,Meleagris gallopavo,PRJEB52875,SAMEA7852930,WGS,,isolation_source: Adult_male,71887142,453,0,No,0,0,0,No,,,2022-06-09T00:00:00Z,2022-06-01T00:00:00Z
CALPDS01,WGS,,VRT,Meleagris gallopavo,PRJEB52874,SAMEA7852930,WGS,,isolation_source: Adult_male,42144079,379,0,No,0,0,0,No,,,2022-06-08T00:00:00Z,2022-05-27T00:00:00Z
CANDNR01,WGS,,INV,Melanchra persicariae,PRJEB57742,SAMEA10978947,WGS,,,626669483,609,0,No,0,0,0,No,,,2022-11-23T00:00:00Z,2022-11-22T00:00:00Z
CANDNS01,WGS,,INV,Melanchra persicariae,PRJEB57741,SAMEA10978947,WGS,,,670271,14,0,No,0,0,0,No,,,2022-11-23T00:00:00Z,2022-11-22T00:00:00Z
CANDXA01,WGS,,INV,Coelopa pilipes,PRJEB57756,SAMEA12505748,WGS,,,248502080,802,0,No,0,0,0,No,,,2022-11-25T00:00:00Z,2022-11-24T00:00:00Z
CANDXB01,WGS,,INV,Coelopa pilipes,PRJEB57757,SAMEA12505748,WGS,,,2322039,31,0,No,0,0,0,No,,,2022-11-25T00:00:00Z,2022-11-24T00:00:00Z
CANDXC01,WGS,,INV,Agrilus cyanescens,PRJEB57758,SAMEA10979039,WGS,,,260942280,1330,0,No,0,0,0,No,,,2022-11-25T00:00:00Z,2022-11-24T00:00:00Z
CANDYH01,WGS,,INV,Heligmosomoides polygyrus polygyrus,PRJEB57641,SAMEA10794552,WGS,,,24942485,1271,0,No,0,0,0,No,,,2022-11-25T00:00:00Z,2022-11-24T00:00:00Z
CANDYI01,WGS,,INV,Heligmosomoides polygyrus polygyrus,PRJEB57642,SAMEA10794552,WGS,,,625857217,14228,0,No,0,0,0,No,,,2022-11-25T00:00:00Z,2022-11-24T00:00:00Z
CANDYJ01,WGS,,INV,Thelaira solivaga,PRJEB57808,SAMEA110451607,WGS,,,370017034,772,0,No,0,0,0,No,,,2022-11-27T00:00:00Z,2022-11-26T00:00:00Z
CANDYK01,WGS,,INV,Thelaira solivaga,PRJEB57809,SAMEA110451607,WGS,,,542269,19,0,No,0,0,0,No,,,2022-11-27T00:00:00Z,2022-11-26T00:00:00Z
CANDYL01,WGS,,INV,Polietes domitor,PRJEB57811,SAMEA10166795,WGS,,,976804195,5479,0,No,0,0,0,No,,,2022-11-27T00:00:00Z,2022-11-26T00:00:00Z
CANDYM01,WGS,,INV,Polietes domitor,PRJEB57810,SAMEA10166795,WGS,,,46063690,772,0,No,0,0,0,No,,,2022-11-27T00:00:00Z,2022-11-26T00:00:00Z
CANDYQ01,WGS,,INV,Pterostichus niger,PRJEB57831,SAMEA14448385,WGS,,,19959057,159,0,No,0,0,0,No,,,2022-11-28T00:00:00Z,2022-11-27T00:00:00Z
CANDYR01,WGS,,INV,Pterostichus niger,PRJEB57830,SAMEA14448385,WGS,,,589475222,1958,0,No,0,0,0,No,,,2022-11-28T00:00:00Z,2022-11-27T00:00:00Z
AYCK01,WGS,,VRT,Poecilia formosa,PRJNA89109,SAMN02981564,WGS,,,714197265,31058,0,No,1879,0,739763859,No,KI519610-KI521488,,2014-08-11T00:00:00Z,2013-10-25T00:00:00Z
AYEL01,WGS,,INV,Mesobuthus martensii,PRJNA171479,SAMN02953875,WGS,,,925546267,92408,0,No,0,0,0,No,,,2014-08-06T00:00:00Z,2013-10-28T00:00:00Z
AYHN01,WGS,,ROD,Peromyscus maniculatus bairdii,PRJNA53563,SAMN00848614,WGS,,,2473536444,212962,0,No,13221,0,2607367274,No,KI615318-KI628538,,2013-12-03T00:00:00Z,2013-11-26T00:00:00Z
AYNB02,WGS,,INV,Leptinotarsa decemlineata,PRJNA171749,SAMN02376991,WGS,strain: Imidocloprid resistant,,633933064,45556,0,No,6827,0,551464258,No,KZ312455-KZ319281,,2017-11-02T00:00:00Z,2017-10-31T00:00:00Z
AYNC02,WGS,,INV,Ephemera danica,PRJNA171755,SAMN02264621,WGS,,isolation_source: Collected directly from the wild,448234373,25743,542,Yes,4258,18020,454736818,Yes,KZ497563-KZ501820,,2020-05-04T00:00:00Z,2017-12-12T00:00:00Z
AYSR01,WGS,,INV,Branchiostoma belcheri,PRJNA214454,SAMN04869859,WGS,"breed: outbred,isolate: BF01","dev_stage: adult,isolation_source: seawater,tissue_type: gonad",697395990,49395,0,No,4953,0,671660375,No,KV412299-KV417251,,2016-04-21T00:00:00Z,2016-04-21T00:00:00Z
AYSS01,WGS,,INV,Branchiostoma belcheri,PRJNA214454,SAMN04869859,WGS,"breed: outbred,isolate: BF01","dev_stage: adult,isolation_source: seawater,tissue_type: gonad",420581330,20263,0,No,993,0,420422714,No,KV411306-KV412298,,2016-04-21T00:00:00Z,2016-04-21T00:00:00Z
AYUG01,WGS,,ROD,Fukomys damarensis,PRJNA190641,SAMN02339281,WGS,,tissue_type: liver,2285984782,162545,0,No,74730,20548,2333892479,Yes,KN050847-KN125576,,2014-09-04T00:00:00Z,2014-08-22T00:00:00Z
AZAD01,WGS,,VRT,Notothenia coriiceps,PRJNA66471,SAMN02206445,WGS,isolate: Sejong01,tissue_type: muscle,623332324,72570,0,No,6238,0,503543021,No,KL662286-KL668523,,2014-10-22T00:00:00Z,2014-07-28T00:00:00Z
AZAF01,WGS,,INV,Dictyocaulus viviparus,PRJNA72587,SAMN02873952,WGS,strain: HannoverDv2000,"host: cattle,isolation_source: Cow lung",156893894,24524,0,No,7157,14171,160963781,Yes,KN716150-KN723306,,2016-03-03T00:00:00Z,2015-01-07T00:00:00Z
AZAI02,WGS,,INV,Eurytemora carolleeae,PRJNA203087,SAMN02302763,WGS,strain: Atlantic clade,"dev_stage: egg,isolation_source: salt marsh",386509175,14526,0,No,2114,0,353642481,No,KZ484133-KZ486246,,2023-05-16T00:00:00Z,2017-12-12T00:00:00Z
AZAQ01,WGS,,INV,Stegodyphus mimosarum,PRJNA222714,SAMN02720821,WGS,,,2694162817,174164,0,No,68653,27135,2738704917,Yes,"KK111983-KK122592,KL810968-KL869010",,2014-09-04T00:00:00Z,2014-03-31T00:00:00Z
AZBK01,WGS,,VRT,Anguilla anguilla,PRJNA73577,SAMN02777865,WGS,,tissue_type: blood,885128485,865467,0,No,501148,0,1018701900,No,AZBK01S000001-AZBK01S501148,,2014-05-20T00:00:00Z,2014-05-20T00:00:00Z
AZBU02,WGS,,INV,Steinernema carpocapsae,PRJNA202318,SAMN03032171,WGS,strain: ALL,dev_stage: Infective juvenile,84512609,16,36556,Yes,1,0,20922283,No,CM016762-CM016762,,2019-06-05T00:00:00Z,2019-05-08T00:00:00Z
AZBV01,WGS,,INV,Steinernema feltiae,PRJNA204661,SAMN03067857,WGS,strain: SN,,79710583,59024,0,No,4134,0,79919369,No,KN161948-KN166081,,2015-10-01T00:00:00Z,2014-09-24T00:00:00Z
AZBW01,WGS,,INV,Steinernema scapterisci,PRJNA204942,SAMN03067855,WGS,strain: FL,,78888856,19548,0,No,1946,0,75366954,No,KN166082-KN168027,,2015-10-01T00:00:00Z,2014-09-24T00:00:00Z
AZBX01,WGS,,INV,Steinernema glaseri,PRJNA204943,SAMN03067856,WGS,strain: NC,,89456487,86540,0,No,5596,0,89190019,No,KN168028-KN173623,,2015-10-01T00:00:00Z,2014-09-24T00:00:00Z
AZGP02,WGS,,INV,Orussus abietinus,PRJNA171756,SAMN02225314,WGS,isolate: OABI.00-Male,"dev_stage: adult,isolation_source: haploid male collected from an old tree in a forest,tissue_type: whole organism",186318180,2037,0,No,211,0,51781298,No,KZ545084-KZ545294,,2017-12-18T00:00:00Z,2017-12-15T00:00:00Z
AZHG01,WGS,,VRT,Poecilia reticulata,PRJNA238429,SAMN02404645,WGS,strain: Guanapo,isolation_source: inbred female from a population that was originally collected from the Guanapo drainage in Trinidad in 2010,664622035,40143,0,No,3051,0,1428280596,No,"CM002706-CM002728,KK214999-KK218026",,2018-03-21T00:00:00Z,2014-04-17T00:00:00Z
